Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2021-05-08,352562,718,11080,5724,2341,2443,572,8,0,0,7,1
2021-05-09,353245,683,11086,5724,2341,2448,573,6,0,0,5,1
2021-05-10,353974,729,11089,5724,2342,2450,573,3,0,1,2,0
2021-05-11,354792,818,11095,5725,2342,2455,573,6,1,0,5,0
2021-05-12,355659,867,11101,5725,2344,2459,573,6,0,2,4,0
2021-05-13,356551,892,11106,5727,2347,2459,573,5,2,3,0,0
2021-05-14,357437,886,11110,5727,2348,2462,573,4,0,1,3,0
2021-05-15,358063,626,11117,5728,2349,2467,573,7,1,1,5,0
2021-05-16,358602,539,11126,5728,2350,2474,574,9,0,1,7,1
2021-05-17,359164,562,11137,5728,2351,2482,576,11,0,1,8,2
2021-05-18,359782,618,11144,5728,2354,2486,576,7,0,3,4,0
2021-05-19,360568,786,11151,5728,2356,2491,576,7,0,2,5,0
2021-05-20,361186,618,11156,5728,2357,2495,576,5,0,1,4,0
2021-05-21,361777,591,11162,5728,2358,2500,576,6,0,1,5,0
2021-05-22,362208,431,11169,5729,2358,2506,576,7,1,0,6,0
2021-05-23,362584,376,11177,5729,2359,2512,577,8,0,1,6,1
2021-05-24,362964,380,11180,5730,2359,2514,577,3,1,0,2,0
2021-05-25,363423,459,11184,5730,2359,2518,577,4,0,0,4,0
2021-05-26,363875,452,11189,5730,2359,2523,577,5,0,0,5,0
2021-05-27,364303,428,11192,5730,2359,2526,577,3,0,0,3,0
2021-05-28,364679,376,11194,5730,2361,2526,577,2,0,2,0,0
2021-05-29,364996,317,11200,5730,2362,2530,578,6,0,1,4,1
2021-05-30,365233,237,11200,5730,2362,2530,578,0,0,0,0,0
2021-05-31,365500,267,11204,5730,2363,2533,578,4,0,1,3,0
2021-06-01,365802,302,11209,5730,2365,2536,578,5,0,2,3,0
2021-06-02,366100,298,11213,5731,2365,2539,578,4,1,0,3,0
2021-06-03,366369,269,11217,5731,2365,2543,578,4,0,0,4,0
2021-06-04,366602,233,11220,5731,2367,2544,578,3,0,2,1,0
2021-06-05,366801,199,11225,5731,2367,2549,578,5,0,0,5,0
2021-06-06,366966,165,11229,5731,2367,2553,578,4,0,0,4,0
2021-06-07,367127,161,11234,5731,2370,2555,578,5,0,3,2,0
2021-06-08,367331,204,11235,5731,2370,2556,578,1,0,0,1,0
2021-06-09,367584,253,11236,5731,2370,2557,578,1,0,0,1,0
2021-06-10,367789,205,11237,5731,2370,2558,578,1,0,0,1,0
2021-06-11,367953,164,11239,5731,2371,2559,578,2,0,1,1,0
2021-06-12,368095,142,11240,5731,2371,2560,578,1,0,0,1,0
2021-06-13,368217,122,11244,5731,2371,2563,579,4,0,0,3,1
2021-06-14,368330,113,11245,5731,2371,2564,579,1,0,0,1,0
2021-06-15,368497,167,11245,5731,2371,2564,579,0,0,0,0,0
2021-06-16,368666,169,11250,5731,2372,2567,580,5,0,1,3,1
2021-06-17,368845,179,11252,5731,2372,2569,580,2,0,0,2,0
2021-06-18,368980,135,11252,5731,2372,2569,580,0,0,0,0,0
2021-06-19,369073,93,11254,5731,2372,2571,580,2,0,0,2,0
2021-06-20,369170,97,11256,5731,2373,2572,580,2,0,1,1,0
2021-06-21,369272,102,11258,5731,2374,2573,580,2,0,1,1,0
2021-06-22,369382,110,11259,5731,2374,2574,580,1,0,0,1,0
2021-06-23,369468,86,11260,5731,2375,2574,580,1,0,1,0,0
2021-06-24,369549,81,11261,5731,2375,2575,580,1,0,0,1,0
2021-06-25,369650,101,11263,5731,2375,2577,580,2,0,0,2,0
2021-06-26,369725,75,11264,5731,2375,2578,580,1,0,0,1,0
2021-06-27,369780,55,11265,5731,2375,2579,580,1,0,0,1,0
2021-06-28,369875,95,11266,5732,2375,2579,580,1,1,0,0,0
2021-06-29,369984,109,11267,5732,2375,2580,580,1,0,0,1,0
2021-06-30,370062,78,11268,5733,2375,2580,580,1,1,0,0,0
2021-07-01,370135,73,11269,5733,2376,2580,580,1,0,1,0,0
2021-07-02,370188,53,11270,5733,2377,2580,580,1,0,1,0,0
2021-07-03,370240,52,11270,5733,2377,2580,580,0,0,0,0,0
2021-07-04,370277,37,11271,5733,2377,2581,580,1,0,0,1,0
2021-07-05,370372,95,11271,5733,2377,2581,580,0,0,0,0,0
2021-07-06,370452,80,11272,5733,2378,2581,580,1,0,1,0,0
2021-07-07,370551,99,11272,5733,2378,2581,580,0,0,0,0,0
2021-07-08,370613,62,11272,5733,2378,2581,580,0,0,0,0,0
2021-07-09,370678,65,11272,5733,2378,2581,580,0,0,0,0,0
2021-07-10,370742,64,11273,5733,2378,2582,580,1,0,0,1,0
2021-07-11,370802,60,11276,5733,2378,2585,580,3,0,0,3,0
2021-07-12,370854,52,11276,5733,2378,2585,580,0,0,0,0,0
2021-07-13,370942,88,11277,5733,2378,2586,580,1,0,0,1,0
2021-07-14,371027,85,11277,5733,2378,2586,580,0,0,0,0,0
2021-07-15,371125,98,11278,5733,2378,2587,580,1,0,0,1,0
2021-07-16,371206,81,11278,5733,2378,2587,580,0,0,0,0,0
2021-07-17,371279,73,11278,5733,2378,2587,580,0,0,0,0,0
2021-07-18,371338,59,11279,5733,2378,2588,580,1,0,0,1,0
2021-07-19,371431,93,11279,5733,2378,2588,580,0,0,0,0,0
2021-07-20,371542,111,11280,5733,2378,2589,580,1,0,0,1,0
2021-07-21,371636,94,11281,5733,2378,2590,580,1,0,0,1,0
2021-07-22,371767,131,11284,5733,2379,2592,580,3,0,1,2,0
2021-07-23,371881,114,11284,5733,2379,2592,580,0,0,0,0,0
2021-07-24,371978,97,11284,5733,2379,2592,580,0,0,0,0,0
2021-07-25,372044,66,11285,5733,2379,2593,580,1,0,0,1,0
2021-07-26,372167,123,11285,5733,2379,2593,580,0,0,0,0,0
2021-07-27,372286,119,11285,5733,2379,2593,580,0,0,0,0,0
2021-07-28,372418,132,11285,5733,2379,2593,580,0,0,0,0,0
2021-07-29,372568,150,11285,5733,2379,2593,580,0,0,0,0,0
2021-07-30,372738,170,11285,5733,2379,2593,580,0,0,0,0,0
2021-07-31,372896,158,11285,5733,2379,2593,580,0,0,0,0,0
2021-08-01,373032,136,11285,5733,2379,2593,580,0,0,0,0,0
2021-08-02,373209,177,11285,5733,2379,2593,580,0,0,0,0,0
2021-08-03,373413,204,11286,5733,2379,2594,580,1,0,0,1,0
2021-08-04,373688,275,11286,5733,2379,2594,580,0,0,0,0,0
2021-08-05,373974,286,11286,5733,2379,2594,580,0,0,0,0,0
2021-08-06,374240,266,11286,5733,2379,2594,580,0,0,0,0,0
2021-08-07,374508,268,11287,5734,2379,2594,580,1,1,0,0,0
2021-08-08,374725,217,11288,5734,2379,2595,580,1,0,0,1,0
2021-08-09,375009,284,11289,5734,2379,2596,580,1,0,0,1,0
2021-08-10,375399,390,11289,5734,2379,2596,580,0,0,0,0,0
2021-08-11,375790,391,11289,5734,2379,2596,580,0,0,0,0,0
2021-08-12,376199,409,11289,5734,2379,2596,580,0,0,0,0,0
2021-08-13,376600,401,11290,5734,2379,2597,580,1,0,0,1,0
2021-08-14,377017,417,11290,5734,2379,2597,580,0,0,0,0,0
2021-08-15,377347,330,11290,5734,2379,2597,580,0,0,0,0,0
2021-08-16,377757,410,11291,5734,2380,2597,580,1,0,1,0,0
2021-08-17,378181,424,11291,5734,2380,2597,580,0,0,0,0,0
2021-08-18,378674,493,11292,5734,2380,2598,580,1,0,0,1,0
2021-08-19,379278,604,11292,5734,2380,2598,580,0,0,0,0,0
2021-08-20,379803,525,11292,5734,2380,2598,580,0,0,0,0,0
2021-08-21,380186,383,11295,5735,2382,2598,580,3,1,2,0,0
2021-08-22,380518,332,11295,5735,2382,2598,580,0,0,0,0,0
2021-08-23,380931,413,11295,5735,2382,2598,580,0,0,0,0,0
2021-08-24,381468,537,11296,5735,2382,2599,580,1,0,0,1,0
2021-08-25,382115,647,11296,5735,2382,2599,580,0,0,0,0,0
2021-08-26,382756,641,11296,5735,2382,2599,580,0,0,0,0,0
2021-08-27,383261,505,11297,5736,2382,2599,580,1,1,0,0,0
2021-08-28,383764,503,11297,5736,2382,2599,580,0,0,0,0,0
2021-08-29,384182,418,11298,5736,2382,2600,580,1,0,0,1,0
2021-08-30,384752,570,11299,5736,2382,2601,580,1,0,0,1,0
2021-08-31,385458,706,11301,5736,2382,2603,580,2,0,0,2,0
2021-09-01,386169,711,11302,5736,2382,2604,580,1,0,0,1,0
2021-09-02,386929,760,11302,5736,2382,2604,580,0,0,0,0,0
2021-09-03,387583,654,11305,5736,2382,2607,580,3,0,0,3,0
2021-09-04,388214,631,11305,5736,2382,2607,580,0,0,0,0,0
2021-09-05,388699,485,11305,5736,2382,2607,580,0,0,0,0,0
2021-09-06,389300,601,11309,5736,2382,2611,580,4,0,0,4,0
2021-09-07,389930,630,11311,5736,2382,2613,580,2,0,0,2,0
2021-09-08,390695,765,11314,5736,2382,2616,580,3,0,0,3,0
2021-09-09,391656,961,11317,5737,2382,2618,580,3,1,0,2,0
2021-09-10,392535,879,11319,5738,2382,2619,580,2,1,0,1,0
2021-09-11,393191,656,11321,5738,2382,2621,580,2,0,0,2,0
2021-09-12,393807,616,11324,5738,2382,2624,580,3,0,0,3,0
2021-09-13,394486,679,11328,5739,2382,2626,581,4,1,0,2,1
2021-09-14,395235,749,11329,5739,2382,2627,581,1,0,0,1,0
2021-09-15,396069,834,11334,5739,2382,2632,581,5,0,0,5,0
2021-09-16,396888,819,11336,5739,2382,2634,581,2,0,0,2,0
2021-09-17,397697,809,11343,5739,2383,2640,581,7,0,1,6,0
2021-09-18,398338,641,11345,5739,2383,2642,581,2,0,0,2,0
2021-09-19,398961,623,11350,5739,2385,2645,581,5,0,2,3,0
2021-09-20,399605,644,11354,5739,2387,2647,581,4,0,2,2,0
2021-09-21,400219,614,11358,5739,2387,2651,581,4,0,0,4,0
2021-09-22,401002,783,11362,5739,2389,2653,581,4,0,2,2,0
2021-09-23,401723,721,11365,5740,2390,2654,581,3,1,1,1,0
2021-09-24,402503,780,11369,5740,2391,2657,581,4,0,1,3,0
2021-09-25,403084,581,11372,5741,2391,2659,581,3,1,0,2,0
2021-09-26,403577,493,11374,5741,2392,2660,581,2,0,1,1,0
2021-09-27,404076,499,11382,5743,2393,2665,581,8,2,1,5,0
2021-09-28,404642,566,11385,5743,2393,2668,581,3,0,0,3,0
2021-09-29,405352,710,11392,5743,2395,2673,581,7,0,2,5,0
2021-09-30,405939,587,11397,5743,2396,2677,581,5,0,1,4,0
2021-10-01,406563,624,11401,5743,2396,2681,581,4,0,0,4,0
2021-10-02,406959,396,11405,5743,2396,2685,581,4,0,0,4,0
2021-10-03,407398,439,11409,5743,2397,2688,581,4,0,1,3,0
2021-10-04,407876,478,11411,5743,2398,2689,581,2,0,1,1,0
2021-10-05,408410,534,11415,5743,2399,2692,581,4,0,1,3,0
2021-10-06,409023,613,11422,5743,2402,2696,581,7,0,3,4,0
2021-10-07,409651,628,11424,5743,2403,2697,581,2,0,1,1,0
2021-10-08,410249,598,11429,5745,2404,2699,581,5,2,1,2,0
2021-10-09,410779,530,11434,5745,2406,2702,581,5,0,2,3,0
2021-10-10,411200,421,11438,5745,2406,2706,581,4,0,0,4,0
2021-10-11,411632,432,11440,5745,2406,2708,581,2,0,0,2,0
2021-10-12,412215,583,11444,5745,2406,2712,581,4,0,0,4,0
2021-10-13,412856,641,11447,5746,2406,2714,581,3,1,0,2,0
2021-10-14,413545,689,11453,5747,2407,2718,581,6,1,1,4,0
2021-10-15,414337,792,11458,5748,2407,2722,581,5,1,0,4,0
2021-10-16,414764,427,11461,5748,2407,2725,581,3,0,0,3,0
2021-10-17,415114,350,11466,5748,2408,2729,581,5,0,1,4,0
2021-10-18,415535,421,11468,5748,2409,2730,581,2,0,1,1,0
2021-10-19,416034,499,11471,5749,2409,2732,581,3,1,0,2,0
2021-10-20,416445,411,11480,5750,2410,2739,581,9,1,1,7,0
2021-10-21,416856,411,11485,5750,2411,2743,581,5,0,1,4,0
2021-10-22,417303,447,11488,5751,2411,2745,581,3,1,0,2,0
2021-10-23,417679,376,11493,5752,2412,2748,581,5,1,1,3,0
2021-10-24,418021,342,11495,5752,2412,2750,581,2,0,0,2,0
2021-10-25,418400,379,11498,5753,2412,2752,581,3,1,0,2,0
2021-10-26,418853,453,11501,5756,2412,2752,581,3,3,0,0,0
2021-10-27,419327,474,11505,5758,2412,2754,581,4,2,0,2,0
2021-10-28,419883,556,11508,5760,2412,2755,581,3,2,0,1,0
2021-10-29,420425,542,11511,5761,2413,2756,581,3,1,1,1,0
2021-10-30,420963,538,11516,5762,2414,2759,581,5,1,1,3,0
2021-10-31,421454,491,11520,5762,2414,2763,581,4,0,0,4,0
2021-11-01,421938,484,11523,5763,2415,2764,581,3,1,1,1,0
2021-11-02,422473,535,11524,5763,2415,2765,581,1,0,0,1,0
2021-11-03,423114,641,11525,5763,2415,2766,581,1,0,0,1,0
2021-11-04,423781,667,11528,5763,2416,2768,581,3,0,1,2,0
2021-11-05,424378,597,11533,5764,2417,2771,581,5,1,1,3,0
2021-11-06,424964,586,11537,5764,2419,2773,581,4,0,2,2,0
2021-11-07,425466,502,11541,5765,2421,2774,581,4,1,2,1,0
2021-11-08,425991,525,11545,5766,2421,2777,581,4,1,0,3,0
2021-11-09,426714,723,11549,5766,2423,2778,582,4,0,2,1,1
2021-11-10,427391,677,11553,5767,2424,2780,582,4,1,1,2,0
2021-11-11,428090,699,11557,5768,2426,2781,582,4,1,2,1,0
2021-11-12,428806,716,11561,5769,2427,2783,582,4,1,1,2,0
2021-11-13,429317,511,11562,5769,2427,2784,582,1,0,0,1,0
2021-11-14,429859,542,11563,5769,2427,2785,582,1,0,0,1,0
2021-11-15,430452,593,11563,5769,2427,2785,582,0,0,0,0,0
2021-11-16,431159,707,11563,5769,2427,2785,582,0,0,0,0,0
2021-11-17,431952,793,11567,5770,2428,2786,583,4,1,1,1,1
2021-11-18,432672,720,11569,5770,2428,2788,583,2,0,0,2,0
2021-11-19,433438,766,11574,5770,2428,2793,583,5,0,0,5,0
2021-11-20,434162,724,11579,5770,2429,2797,583,5,0,1,4,0
2021-11-21,434824,662,11580,5771,2429,2797,583,1,1,0,0,0
2021-11-22,435564,740,11581,5771,2429,2798,583,1,0,0,1,0
2021-11-23,436449,885,11586,5772,2430,2801,583,5,1,1,3,0
2021-11-24,437437,988,11588,5772,2430,2803,583,2,0,0,2,0
2021-11-25,438610,1173,11590,5772,2430,2805,583,2,0,0,2,0
2021-11-26,439618,1008,11592,5772,2431,2806,583,2,0,1,1,0
2021-11-27,440435,817,11592,5772,2431,2806,583,0,0,0,0,0
2021-11-28,441154,719,11594,5772,2431,2808,583,2,0,0,2,0
2021-11-29,442076,922,11597,5772,2431,2811,583,3,0,0,3,0
2021-11-30,443188,1112,11599,5772,2432,2812,583,2,0,1,1,0
2021-12-01,444479,1291,11603,5773,2433,2814,583,4,1,1,2,0
2021-12-02,445942,1463,11603,5773,2433,2814,583,0,0,0,0,0
2021-12-03,447335,1393,11604,5773,2433,2815,583,1,0,0,1,0
2021-12-04,448593,1258,11611,5774,2433,2821,583,7,1,0,6,0
2021-12-05,449745,1152,11613,5774,2433,2823,583,2,0,0,2,0
2021-12-06,451037,1292,11615,5774,2433,2823,585,2,0,0,0,2
2021-12-07,452594,1557,11619,5774,2433,2827,585,4,0,0,4,0
2021-12-08,454581,1987,11622,5774,2433,2830,585,3,0,0,3,0
2021-12-09,456562,1981,11626,5774,2433,2834,585,4,0,0,4,0
2021-12-10,458591,2029,11631,5775,2433,2838,585,5,1,0,4,0
2021-12-11,460306,1715,11636,5775,2433,2843,585,5,0,0,5,0
2021-12-12,461948,1642,11642,5776,2433,2848,585,6,1,0,5,0
2021-12-13,464112,2164,11645,5776,2433,2851,585,3,0,0,3,0
2021-12-14,466785,2673,11650,5776,2433,2855,586,5,0,0,4,1
2021-12-15,470145,3360,11657,5776,2434,2861,586,7,0,1,6,0
2021-12-16,474183,4038,11661,5776,2435,2864,586,4,0,1,3,0
2021-12-17,478508,4325,11665,5776,2435,2868,586,4,0,0,4,0
2021-12-18,483212,4704,11667,5776,2435,2870,586,2,0,0,2,0
2021-12-19,487616,4404,11674,5776,2436,2874,588,7,0,1,4,2
2021-12-20,494198,6582,11678,5776,2437,2877,588,4,0,1,3,0
2021-12-21,502480,8282,11684,5776,2437,2882,589,6,0,0,5,1
2021-12-22,513879,11399,11688,5776,2437,2886,589,4,0,0,4,0
2021-12-23,525673,11794,11693,5776,2438,2890,589,5,0,1,4,0
2021-12-24,537319,11646,11698,5776,2438,2895,589,5,0,0,5,0
2021-12-25,547901,10582,11713,5778,2440,2905,590,15,2,2,10,1
2021-12-26,558406,10505,11724,5780,2440,2914,590,11,2,0,9,0
2021-12-27,571852,13446,11734,5784,2441,2919,590,10,4,1,5,0
2021-12-28,587325,15473,11744,5785,2442,2927,590,10,1,1,8,0
2021-12-29,606101,18776,11755,5788,2442,2934,591,11,3,0,7,1
2021-12-30,624784,18683,11772,5791,2443,2947,591,17,3,1,13,0
2021-12-31,641777,16993,11798,5792,2445,2970,591,26,1,2,23,0
2022-01-01,656575,14798,11823,5794,2449,2989,591,25,2,4,19,0
2022-01-02,670705,14130,11849,5797,2453,3008,591,26,3,4,19,0
2022-01-03,684736,14031,11876,5800,2458,3027,591,27,3,5,19,0
2022-01-04,702395,17659,11912,5809,2462,3050,591,36,9,4,23,0
2022-01-05,720314,17919,11951,5821,2467,3071,592,39,12,5,21,1
2022-01-06,736719,16405,12001,5827,2476,3106,592,50,6,9,35,0
2022-01-07,750519,13800,12053,5838,2478,3142,595,52,11,2,36,3
2022-01-08,759805,9286,12104,5846,2486,3174,598,51,8,8,32,3
2022-01-09,768030,8225,12165,5855,2492,3216,602,61,9,6,42,4
2022-01-10,775451,7421,12225,5868,2502,3250,605,60,13,10,34,3
2022-01-11,782893,7442,12280,5877,2507,3286,610,55,9,5,36,5
2022-01-12,789808,6915,12357,5893,2513,3338,613,77,16,6,52,3
2022-01-13,796184,6376,12422,5907,2523,3377,615,65,14,10,39,2
2022-01-14,801698,5514,12486,5921,2530,3420,615,64,14,7,43,0
2022-01-15,806901,5203,12546,5933,2537,3459,617,60,12,7,39,2
2022-01-16,811158,4257,12610,5945,2552,3495,618,64,12,15,36,1
2022-01-17,815753,4595,12701,5971,2563,3544,623,91,26,11,49,5
2022-01-18,820962,5209,12789,5984,2580,3597,628,88,13,17,53,5
2022-01-19,825894,4932,12869,6003,2595,3641,630,80,19,15,44,2
2022-01-20,830412,4518,12928,6010,2610,3676,632,59,7,15,35,2
2022-01-21,834437,4025,12986,6026,2618,3706,636,58,16,8,30,4
2022-01-22,837685,3248,13056,6035,2627,3751,643,70,9,9,45,7
2022-01-23,840441,2756,13112,6047,2632,3786,647,56,12,5,35,4
2022-01-24,843904,3463,13169,6060,2642,3818,649,57,13,10,32,2
2022-01-25,848079,4175,13223,6073,2652,3846,652,54,13,10,28,3
2022-01-26,851750,3671,13275,6083,2667,3869,656,52,10,15,23,4
2022-01-27,855352,3602,13334,6094,2681,3900,659,59,11,14,31,3
2022-01-28,858609,3257,13382,6100,2695,3924,663,48,6,14,24,4
2022-01-29,861296,2687,13426,6103,2710,3948,665,44,3,15,24,2
2022-01-30,863812,2516,13459,6109,2714,3970,666,33,6,4,22,1
2022-01-31,866968,3156,13509,6125,2727,3988,669,50,16,13,18,3
2022-02-01,870778,3810,13551,6133,2740,4008,670,42,8,13,20,1
2022-02-02,874310,3532,13590,6143,2743,4032,672,39,10,3,24,2
2022-02-03,877221,2911,13625,6145,2746,4060,674,35,2,3,28,2
2022-02-04,880101,2880,13669,6154,2762,4076,677,44,9,16,16,3
2022-02-05,882341,2240,13700,6163,2766,4094,677,31,9,4,18,0
2022-02-06,884452,2111,13737,6170,2776,4114,677,37,7,10,20,0
2022-02-07,887386,2934,13782,6180,2786,4139,677,45,10,10,25,0
2022-02-08,890451,3065,13815,6184,2793,4160,678,33,4,7,21,1
2022-02-09,893120,2669,13843,6188,2799,4178,678,28,4,6,18,0
2022-02-10,895545,2425,13875,6195,2804,4197,679,32,7,5,19,1
2022-02-11,897674,2129,13913,6200,2807,4226,680,38,5,3,29,1
2022-02-12,899240,1566,13947,6213,2814,4240,680,34,13,7,14,0
2022-02-13,900815,1575,13980,6215,2823,4261,681,33,2,9,21,1
2022-02-14,902749,1934,14005,6218,2829,4276,682,25,3,6,15,1
2022-02-15,904731,1982,14024,6222,2833,4286,683,19,4,4,10,1
2022-02-16,906625,1894,14050,6228,2838,4299,685,26,6,5,13,2
2022-02-17,908335,1710,14072,6237,2840,4310,685,22,9,2,11,0
2022-02-18,909812,1477,14086,6237,2843,4321,685,14,0,3,11,0
2022-02-19,910982,1170,14110,6241,2848,4335,686,24,4,5,14,1
2022-02-20,912162,1180,14122,6245,2850,4341,686,12,4,2,6,0
2022-02-21,913781,1619,14141,6251,2857,4346,687,19,6,7,5,1
2022-02-22,915415,1634,14160,6253,2861,4359,687,19,2,4,13,0
2022-02-23,916869,1454,14174,6254,2863,4370,687,14,1,2,11,0
2022-02-24,918184,1315,14187,6255,2865,4380,687,13,1,2,10,0
2022-02-25,919228,1044,14197,6256,2866,4387,688,10,1,1,7,1
2022-02-26,920179,951,14217,6261,2871,4397,688,20,5,5,10,0
2022-02-27,921089,910,14235,6264,2874,4408,689,18,3,3,11,1
2022-02-28,922377,1288,14251,6266,2876,4419,690,16,2,2,11,1
2022-03-01,923576,1199,14267,6269,2877,4431,690,16,3,1,12,0
2022-03-02,924719,1143,14281,6272,2880,4438,691,14,3,3,7,1
2022-03-03,925937,1218,14296,6279,2882,4444,691,15,7,2,6,0
2022-03-04,926984,1047,14318,6283,2884,4460,691,22,4,2,16,0
2022-03-05,927791,807,14326,6284,2885,4466,691,8,1,1,6,0
2022-03-06,928575,784,14338,6287,2889,4471,691,12,3,4,5,0
2022-03-07,929867,1292,14348,6290,2889,4478,691,10,3,0,7,0
2022-03-08,931194,1327,14366,6293,2893,4489,691,18,3,4,11,0
2022-03-09,932425,1231,14372,6295,2893,4493,691,6,2,0,4,0
2022-03-10,933534,1109,14383,6297,2896,4498,692,11,2,3,5,1
2022-03-11,934534,1000,14393,6299,2896,4506,692,10,2,0,8,0
2022-03-12,935279,745,14415,6301,2899,4522,693,22,2,3,16,1
2022-03-13,935998,719,14426,6306,2900,4526,694,11,5,1,4,1
2022-03-14,937300,1302,14437,6308,2901,4534,694,11,2,1,8,0
2022-03-15,938726,1426,14450,6310,2903,4543,694,13,2,2,9,0
2022-03-16,940231,1505,14465,6311,2903,4556,695,15,1,0,13,1
2022-03-17,941581,1350,14475,6314,2905,4560,696,10,3,2,4,1
2022-03-18,942790,1209,14489,6316,2906,4571,696,14,2,1,11,0
2022-03-19,943736,946,14495,6317,2906,4575,697,6,1,0,4,1
2022-03-20,944822,1086,14511,6320,2911,4583,697,16,3,5,8,0
2022-03-21,946528,1706,14515,6321,2912,4585,697,4,1,1,2,0
2022-03-22,948804,2276,14524,6323,2913,4591,697,9,2,1,6,0
2022-03-23,951180,2376,14531,6324,2915,4595,697,7,1,2,4,0
2022-03-24,953380,2200,14543,6326,2917,4603,697,12,2,2,8,0
2022-03-25,955519,2139,14555,6329,2920,4609,697,12,3,3,6,0
2022-03-26,957155,1636,14562,6329,2921,4615,697,7,0,1,6,0
2022-03-27,958925,1770,14570,6329,2923,4621,697,8,0,2,6,0
2022-03-28,961822,2897,14581,6329,2926,4629,697,11,0,3,8,0
2022-03-29,964964,3142,14594,6333,2928,4636,697,13,4,2,7,0
2022-03-30,968515,3551,14604,6334,2928,4645,697,10,1,0,9,0
2022-03-31,971613,3098,14618,6337,2931,4652,698,14,3,3,7,1
2022-04-01,974622,3009,14628,6339,2933,4658,698,10,2,2,6,0
2022-04-02,977014,2392,14641,6341,2938,4664,698,13,2,5,6,0
2022-04-03,979306,2292,14661,6345,2946,4672,698,20,4,8,8,0
2022-04-04,982745,3439,14683,6350,2949,4685,699,22,5,3,13,1
2022-04-05,986515,3770,14705,6352,2953,4699,701,22,2,4,14,2
2022-04-06,990081,3566,14722,6355,2960,4705,702,17,3,7,6,1
2022-04-07,993680,3599,14732,6356,2963,4711,702,10,1,3,6,0
2022-04-08,996657,2977,14760,6361,2972,4724,703,28,5,9,13,1
2022-04-09,999279,2622,14781,6365,2980,4733,703,21,4,8,9,0
2022-04-10,1001742,2463,14795,6368,2982,4741,704,14,3,2,8,1
2022-04-11,1004672,2930,14818,6374,2986,4754,704,23,6,4,13,0
2022-04-12,1008251,3579,14840,6379,2990,4766,705,22,5,4,12,1
2022-04-13,1011720,3469,14867,6386,2997,4778,706,27,7,7,12,1
2022-04-14,1014666,2946,14897,6396,3005,4790,706,30,10,8,12,0
2022-04-15,1017007,2341,14930,6405,3008,4810,707,33,9,3,20,1
2022-04-16,1018816,1809,14954,6411,3012,4823,708,24,6,4,13,1
2022-04-17,1020448,1632,14984,6417,3018,4841,708,30,6,6,18,0
2022-04-18,1022547,2099,15008,6420,3022,4857,709,24,3,4,16,1
2022-04-19,1025335,2788,15033,6424,3027,4873,709,25,4,5,16,0
2022-04-20,1028294,2959,15064,6427,3034,4893,710,31,3,7,20,1
2022-04-21,1030710,2416,15084,6432,3036,4905,711,20,5,2,12,1
2022-04-22,1032843,2133,15103,6434,3042,4916,711,19,2,6,11,0
2022-04-23,1034274,1431,15131,6437,3048,4933,713,28,3,6,17,2
2022-04-24,1035731,1457,15153,6441,3052,4947,713,22,4,4,14,0
2022-04-25,1037717,1986,15179,6447,3060,4958,714,26,6,8,11,1
2022-04-26,1039680,1963,15212,6455,3067,4974,716,33,8,7,16,2
2022-04-27,1041492,1812,15239,6459,3076,4987,717,27,4,9,13,1
2022-04-28,1043262,1770,15258,6462,3078,5001,717,19,3,2,14,0
2022-04-29,1044706,1444,15275,6465,3086,5007,717,17,3,8,6,0
2022-04-30,1045752,1046,15295,6467,3088,5023,717,20,2,2,16,0
2022-05-01,1046673,921,15310,6470,3089,5034,717,15,3,1,11,0
2022-05-02,1048227,1554,15327,6475,3093,5042,717,17,5,4,8,0
2022-05-03,1049823,1596,15346,6477,3097,5054,718,19,2,4,12,1
2022-05-04,1051128,1305,15365,6479,3099,5069,718,19,2,2,15,0
2022-05-05,1052379,1251,15382,6484,3105,5075,718,17,5,6,6,0
2022-05-06,1053429,1050,15398,6488,3105,5086,719,16,4,0,11,1
2022-05-07,1054165,736,15415,6493,3111,5092,719,17,5,6,6,0
2022-05-08,1054886,721,15440,6499,3115,5106,720,25,6,4,14,1
2022-05-09,1055854,968,15451,6499,3118,5114,720,11,0,3,8,0
2022-05-10,1056978,1124,15467,6501,3123,5123,720,16,2,5,9,0
2022-05-11,1057919,941,15479,6502,3125,5131,721,12,1,2,8,1
2022-05-12,1058777,858,15498,6503,3131,5143,721,19,1,6,12,0
2022-05-13,1059559,782,15506,6504,3131,5150,721,8,1,0,7,0
2022-05-14,1060164,605,15526,6508,3135,5162,721,20,4,4,12,0
2022-05-15,1060703,539,15534,6511,3135,5167,721,8,3,0,5,0
2022-05-16,1061443,740,15544,6512,3138,5173,721,10,1,3,6,0
2022-05-17,1062153,710,15555,6516,3140,5178,721,11,4,2,5,0
2022-05-18,1062796,643,15564,6519,3140,5184,721,9,3,0,6,0
2022-05-19,1063354,558,15571,6519,3142,5188,722,7,0,2,4,1
