Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
Date inconnue,0,0,0,0,0,0,0,100,10,20,65,5
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,1,1,0,0,0,0,0,0,0,0,0,0
2020-03-07,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,2,0,0,0,0,0,0,0,0,0,0
2020-03-12,5,2,0,0,0,0,0,0,0,0,0,0
2020-03-13,6,1,0,0,0,0,0,0,0,0,0,0
2020-03-14,7,1,0,0,0,0,0,0,0,0,0,0
2020-03-15,9,2,0,0,0,0,0,0,0,0,0,0
2020-03-16,14,5,1,0,1,0,0,1,0,1,0,0
2020-03-17,18,4,2,0,1,1,0,1,0,0,1,0
2020-03-18,26,8,3,1,1,1,0,1,1,0,0,0
2020-03-19,74,48,4,1,2,1,0,1,0,1,0,0
2020-03-20,149,75,4,1,2,1,0,0,0,0,0,0
2020-03-21,288,139,5,1,3,1,0,1,0,1,0,0
2020-03-22,459,171,5,1,3,1,0,0,0,0,0,0
2020-03-23,717,258,8,2,3,3,0,3,1,0,2,0
2020-03-24,937,220,10,3,3,4,0,2,1,0,1,0
2020-03-25,1186,249,18,7,6,4,1,8,4,3,0,1
2020-03-26,1530,344,27,9,8,9,1,9,2,2,5,0
2020-03-27,1963,433,30,11,9,9,1,3,2,1,0,0
2020-03-28,2368,405,44,20,11,12,1,14,9,2,3,0
2020-03-29,2868,500,54,26,12,15,1,10,6,1,3,0
2020-03-30,3471,603,67,35,13,18,1,13,9,1,3,0
2020-03-31,4224,753,83,47,13,20,3,16,12,0,2,2
2020-04-01,4798,574,99,60,15,21,3,16,13,2,1,0
2020-04-02,5513,715,121,75,18,24,4,22,15,3,3,1
2020-04-03,6126,613,159,101,24,29,5,38,26,6,5,1
2020-04-04,6749,623,203,128,35,33,7,44,27,11,4,2
2020-04-05,7255,506,251,162,43,37,9,48,34,8,4,2
2020-04-06,7867,612,302,202,48,41,11,51,40,5,4,2
2020-04-07,8687,820,359,247,56,44,12,57,45,8,3,1
2020-04-08,9240,553,417,292,61,52,12,58,45,5,8,0
2020-04-09,10048,808,484,340,67,61,16,67,48,6,9,4
2020-04-10,10611,563,552,388,78,67,19,68,48,11,6,3
2020-04-11,11263,652,622,443,87,68,24,70,55,9,1,5
2020-04-12,12084,821,710,510,99,74,27,88,67,12,6,3
